Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,Patent number,Month,Year,URL,Number of additional authors,Non-English,Interdisciplinary,Forensic science,Criminology,Propose double weighting,Is reserve output,Research group,Open access status,Citations applicable,Citation count,Cross-referral requested,Supplementary information,Delayed by COVID19,clickable DOI,Pdf number,File,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Social Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,,,
10007792,University of Exeter,C,23,Education,,,,D,Enhancing Widening Participation Evaluation through the development of a self-assessment tool for practitioners: Learning from the OfS project Standards of Evaluation Practice (Phase 2) 2017-2019,,,Widening Participation and Lifelong Learning,22,2,44,,,1466-6529,,July,2020,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.5456/WPLL.22.2.44,14473,14473,0.0012952054,0.0020964029,0.4442476501,0.0000101267,0.0000108508,0.0048492181,0.0000107519,0.0000153698,0.0000179222,0.0000164587,0.0000055453,0.0000103683,0.0099504948,0.0000605738,0.0000159526,0.0002832508,0.0899195612,0.0000309516,0.0000069190,0.0000178901,0.0000100421,0.0005410692,0.0079395613,0.0000170340,0.0000231062,0.0583652112,0.2172637451,0.0000200695,0.0180907001,0.0267912353,0.0000122365,0.0492570432,0.0687728717,0.0000135460,0.0000110646,,,
10007823,Edge Hill University,C,23,Education,,,,D,Using logic chain and theory of change tools to evaluate widening participation: Learning from the What works? Student Retention & Success programme,,,Widening Participation and Lifelong Learning,22,2,67,,,1466-6529,,July,2020,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.5456/WPLL.22.2.67,14474,14474,0.0000293959,0.0011061874,0.3978599306,0.0000136101,0.0000145832,0.0000141822,0.0000144503,0.0000206567,0.0000240870,0.0000221201,0.0000074527,0.0000139347,0.0065279174,0.0004236760,0.0000214400,0.0000384165,0.0226194691,0.0000415982,0.0000092990,0.0000240439,0.0000134964,0.0007271848,0.0072479299,0.0000228933,0.0003733204,0.0633818197,0.3313582071,0.0000269729,0.0130187097,0.0117059177,0.0000164456,0.0788642094,0.0643633658,0.0000182055,0.0000148706,,,
10003678,Kingston University,C,23,Education,,,,D,Improving equality of opportunity in Higher Education through the adoption of an inclusive curriculum framework,,Centre for Widening Participation,Widening Participation and Lifelong Learning,22,,83,,,1466-6529,,,2020,,,,,,,,,,Compliant,,,,,,https://doi.org/10.5456/WPLL.22.2.83,14475,14475,0.0000147629,0.0002117589,0.1080200175,0.0000068351,0.0000073238,0.0080859131,0.0000072571,0.0108393913,0.0130756731,0.0000111089,0.0000037428,0.0000069981,0.0359373198,0.0519514121,0.0326697084,0.0000192931,0.0314707327,0.0000208910,0.0000046701,0.0003558534,0.0000067780,0.0185854501,0.0000303031,0.0000114972,0.0000155957,0.0130950004,0.3632241603,0.0037951076,0.1272043058,0.1292952365,0.0000082591,0.0518104449,0.0001805868,0.0000091430,0.0000074681,,,
10000961,Brunel University London,C,23,Education,,,,D,Nigerian Teachers’ Understanding of Autism Spectrum Disorder: A Comparative Study of Teachers from Urban and Rural areas of Lagos State,,,"Disability, Cbr & Inclusive Development",28,3,98,,,2211-5242,,September,2017,https://dcidj.org/articles/10.5463/dcid.v28i3.637/galley/270/download/,2,,,,,,,"2 - Pedagogy, Policy & Professional Practice (PPP)",Compliant,,,,,,https://doi.org/10.5463/dcid.v28i3.637,14476,14476,0.0000287561,0.0074436444,0.0915485638,0.0003481313,0.0000142658,0.0304822590,0.0000141359,0.0000202071,0.1547092119,0.0000216387,0.0000072905,0.0000136315,0.0000243184,0.0000796380,0.0037039650,0.0094124682,0.0000292487,0.0000406929,0.4369458328,0.0000235207,0.0010176550,0.0338582838,0.0385630300,0.0063839261,0.0241372328,0.0003960271,0.0000435497,0.0000263859,0.0405252279,0.1145749264,0.0000160877,0.0051621313,0.0000169419,0.0000178093,0.0003493644,,,
10007854,Cardiff Metropolitan University / Prifysgol Metropolitan Caerdydd,C,23,Education,,,,D,The City's Hostile Bodies: Coriolanus's Rome and Carson's Belfast,,,The Modern Language Review,115,1,17,,,0026-7937,,January,2020,,,,,,,,,,Exception within 3 months of publication,,,27,,,https://doi.org/10.5699/modelangrevi.115.1.0017,14477,14477,0.0448919047,0.2544505551,0.0029758311,0.3199777897,0.0000065262,0.0000063468,0.0000064668,0.0085867527,0.0000107793,0.0000098991,0.0024540519,0.0095027632,0.0000111250,0.0001896020,0.0416717786,0.0090542098,0.0000133805,0.2267099105,0.0000041615,0.0323295865,0.0000060399,0.0099751242,0.0007928519,0.0000102451,0.0046089911,0.0145791321,0.0000199228,0.0006247500,0.0000056359,0.0001839888,0.0001605295,0.0161468150,0.0000077505,0.0000081473,0.0000066548,,,
10007790,University of Edinburgh,C,23,Education,,,,D,"Humility, listening and 'teaching in a strong sense'",,,Logos and Episteme,7,4,529,,,2069-0533,,December,2016,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.5840/logos-episteme20167446,14478,14478,0.0002003959,0.5020079990,0.0358809731,0.0000073384,0.0000078631,0.0000076469,0.0125569213,0.0000111379,0.0000129874,0.0000119269,0.0129222403,0.0079429926,0.0000134039,0.0081639204,0.0000115602,0.0000207137,0.0000161214,0.0153397495,0.0000050139,0.0000129642,0.0000072771,0.0000229977,0.0020625407,0.0125614737,0.0000167441,0.0000337378,0.0146031401,0.0009372736,0.0000067905,0.2993707879,0.0000088673,0.0718654986,0.0000093381,0.0000098162,0.0033298465,,,
10007773,The Open University,C,23,Education,,,,D,Mapping the open education landscape: citation network analysis of historical open and distance education research,,,Open Praxis,10,2,109,,,2304-070X,,April,2018,,3,,,,,,,,Compliant,,,,,,https://doi.org/10.5944/openpraxis.10.2.822,14479,14479,0.0000211349,0.0384457165,0.2449560073,0.0000097853,0.0029634571,0.0000101967,0.0000103894,0.0024756618,0.0465266292,0.0005080659,0.0000053583,0.0000100187,0.4299214013,0.0505051391,0.0187175717,0.0000276205,0.0418552690,0.0002759891,0.0000066858,0.0000172870,0.0000097036,0.0000306660,0.0025041928,0.0000164597,0.0000223272,0.0443395695,0.0423579419,0.0002654739,0.0012394597,0.0263801818,0.0000118240,0.0055165826,0.0000124518,0.0000130893,0.0000106916,,,
10007800,University of the West of Scotland,C,23,Education,,,,D,Collaborative design of Open Educational Practices : an assets based approach,,,Open Praxis,10,2,191,,,2304-070X,,April,2018,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.5944/openpraxis.10.2.833,14480,14480,0.0000349883,0.0208709416,0.1003903019,0.0000161994,0.0000173576,0.0000168803,0.0000171995,0.0000245866,0.0248789324,0.0000263284,0.0000088706,0.0000165858,0.1389466321,0.1426803732,0.0000255188,0.0000457251,0.2412053520,0.0232702496,0.0000110682,0.0000286182,0.0000160641,0.0000507669,0.0004792004,0.0000272487,0.0000369622,0.0000744754,0.0106449035,0.0000321044,0.0000149898,0.1618123677,0.0000195743,0.1341986506,0.0000206137,0.0000216690,0.0000176997,,,
10007773,The Open University,C,23,Education,,,,D,Key skills for co-learning and co-inquiry in two open platforms: a massive portal (EDUCARED) and a personal environment (weSPOT),,,Open Praxis,7,1,83,,,2304-070X,,March,2015,,3,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.5944/openpraxis.7.1.174,14481,14481,0.0081917571,0.0003354343,0.1770980178,0.0000108271,0.0000116012,0.0000112822,0.0070907514,0.0000164328,0.0000191617,0.0000175970,0.0272338359,0.0019170388,0.5701721517,0.0188520189,0.0000170559,0.0000305610,0.0171773670,0.0000330922,0.0000073976,0.0000191274,0.0000107366,0.0000339308,0.0000480013,0.0000182121,0.0000247042,0.0229212187,0.0000354154,0.0011105737,0.0000100186,0.0686691107,0.0272409899,0.0515744891,0.0000137775,0.0000144828,0.0000118298,,,
10007773,The Open University,C,23,Education,,,,D,"Women’s empowerment through openness: OER, OEP and the Sustainable Development Goals",,,Open Praxis,8,2,163,,,2304-070X,,May,2016,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.5944/openpraxis.8.2.289,14482,14482,0.0002846581,0.0003229480,0.0881925455,0.0000104241,0.0000111693,0.0000108622,0.0000110676,0.0907175229,0.2401420290,0.0000169419,0.0000057081,0.0042049710,0.3609908418,0.0144802528,0.0000164210,0.0000294234,0.0099843587,0.0000318603,0.0005314095,0.0000184154,0.0002724806,0.0752678944,0.0013569327,0.0052604071,0.0015966465,0.0000479238,0.0000340971,0.0126035538,0.0000096457,0.0417335853,0.0000125958,0.0517518090,0.0000132646,0.0000139437,0.0000113895,,,
10004113,Loughborough University,C,23,Education,,,,D,Study Habits and Attainment in Undergraduate Mathematics: A Social Network Analysis,,,Journal for Research in Mathematics Education,51,1,26,,,0021-8251,,January,2020,,3,,,,,,,,Access exception,,,,,,https://doi.org/10.5951/jresematheduc.2019.0006,14483,14483,0.0000158558,0.0070581597,0.0970015106,0.0000073411,0.0000078660,0.0000076497,0.2401908251,0.0000111420,0.0000129922,0.0404424338,0.0000040199,0.0012998154,0.0153363847,0.0454589964,0.0007500211,0.0000207214,0.1608150665,0.0005762801,0.0000050158,0.0000129690,0.0123764290,0.1680218978,0.0072324989,0.0000123484,0.0003859786,0.0000337502,0.0982387494,0.0007530055,0.0000067930,0.0002217600,0.0166241455,0.0698612776,0.0066554516,0.0105328273,0.0000080210,,,
10004113,Loughborough University,C,23,Education,,,,D,Self-explanation training improves proof comprehension,,,Journal for Research in Mathematics Education,45,1,62,,,0021-8251,,January,2014,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.5951/jresematheduc.45.1.0062,14484,14484,0.0034556782,0.0124831985,0.1342519895,0.0000052678,0.0001381175,0.0000054892,0.4966472407,0.0000079951,0.0001417959,0.0005384539,0.0000028846,0.0000053934,0.0107399428,0.0000315094,0.0000082983,0.0000148690,0.0000115725,0.0000161005,0.0000035992,0.0000093061,0.0000052237,0.0000165085,0.0002883005,0.0000088608,0.0000120194,0.0000242181,0.0269092699,0.0000104398,0.0000048744,0.0000266546,0.0006687307,0.0233706061,0.0074251967,0.1954048673,0.0873055278,,,
10004113,Loughborough University,C,23,Education,,,,D,Five Decades of Mathematics Education Research,,,Journal for Research in Mathematics Education,49,4,462,,,0021-8251,,July,2018,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.5951/jresematheduc.49.4.0462,14485,14485,0.0178319695,0.0468232982,0.2490162281,0.0000043479,0.0296360625,0.0000045307,0.4354003710,0.0043802379,0.0014291275,0.0119252326,0.0000023809,0.0079863426,0.0006639875,0.0426689868,0.0053645569,0.0000122726,0.0000095517,0.0003413120,0.0000029707,0.0000076811,0.0000043116,0.0198043419,0.0073451214,0.0000073135,0.0000099206,0.0232002755,0.0049345658,0.0000086168,0.0000040232,0.0557858965,0.0143289212,0.0136039579,0.0042698307,0.0000058160,0.0031756388,,,
10007786,University of Bristol,C,23,Education,,,,D,Intergroup Contact and Peacebuilding : Promoting Youth Civic Engagement in Northern Ireland,,,Journal of Social and Political Psychology,5,2,415,,,2195-3325,,October,2017,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.5964/jspp.v5i2.769,14486,14486,0.0000150632,0.0016191568,0.0811035517,0.4323339926,0.0000074728,0.0001826535,0.0005335634,0.0000105850,0.0000123428,0.1527727277,0.0000038190,0.0000071405,0.0000127386,0.0563406913,0.0000109864,0.0000196856,0.0084338595,0.0000213160,0.0000047651,0.0000123207,0.0089516128,0.0159820017,0.0226557412,0.1282190539,0.0264992314,0.0000320632,0.0000228125,0.0001892078,0.0000064534,0.0000352891,0.0031653790,0.0483044766,0.0115843648,0.0000093290,0.0008845511,,,
10007784,University College London,C,23,Education,,,,D,Using a beginning history teacher’s consideration of students’ prior knowledge in a single lesson case study to reframe discussion of historical knowledge,,,Revista Electronica Interuniversitaria de Formación del Profesorado,20,2,29,,,0213-8646,,March,2017,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.6018/reifop/20.2.284921,14487,14487,0.0366758888,0.2789514923,0.1166886309,0.0000109584,0.0060745152,0.0000114190,0.1769343827,0.0000166320,0.0000193940,0.0000178104,0.0912231806,0.0000112197,0.0000200159,0.0521502824,0.0234416140,0.0000309316,0.0005752351,0.0149148460,0.0000074873,0.0000193593,0.0033178341,0.0003099228,0.0000485833,0.0000184329,0.0000250038,0.0000503803,0.0077521017,0.0038798461,0.0000101401,0.1320585583,0.0000132414,0.0477905683,0.0000139445,0.0000146584,0.0069014884,,,
10007800,University of the West of Scotland,C,23,Education,,,,D,Learner uptake and attainment in Scotland : a response focusing on Gaelic and Urdu,,,Scottish Languages Review,30,30,1,,,1756-039X,,December,2015,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.6084/m9.figshare.2056488,14488,14488,0.0000259263,0.0000700185,0.0285049195,0.0190297096,0.0000128619,0.0000125083,0.0000127448,0.0000182186,0.0000212440,0.0000195093,0.0000065731,0.3157665814,0.0000219252,0.0375034760,0.0407711363,0.0105992743,0.0003282387,0.0000366884,0.0000082015,0.0000212060,0.0000119034,0.0308281895,0.1449500244,0.0000201912,0.0003292572,0.1947602702,0.0419989643,0.0000237893,0.0160101298,0.0682829848,0.0000145045,0.0499343828,0.0000152747,0.0000160567,0.0000131154,,,
10007788,University of Cambridge,C,23,Education,,,,D,"Haven't you ever felt like there has to be more?: Identity, space and embodied cognition in young adult fiction",,,Encyclopaideia,21,49,65,,,1590-492X,,January,2017,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.6092/issn.1825-8670/7604,14489,14489,0.1388848378,0.1424069179,0.0001486844,0.0007080789,0.0493083241,0.0000143841,0.0007089311,0.0000209507,0.0000244298,0.0038409481,0.0520781926,0.0010555457,0.0000252132,0.0000825684,0.0225856864,0.0000389632,0.0000303249,0.4839519473,0.0000094314,0.0000243861,0.0000136885,0.0000432594,0.0000611984,0.0000232192,0.0069742474,0.0000634620,0.0000451522,0.0014159070,0.0000127731,0.0007641220,0.0014052299,0.0720024914,0.0000175653,0.0211938557,0.0000150822,,,
10005343,Queen's University of Belfast,C,23,Education,,,,D,Does social deprivation influence inter-group contact outcomes for pupils in Northern Ireland?,,,Ricerche di Pedagogia e Didattica – Journal of Theories and Research in Education,10,1,47,,,1970-2221,,,2015,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.6092/issn.1970-2221/4681,14490,14490,0.0000224556,0.0060741851,0.0416838485,0.3623915324,0.0000111401,0.0000108338,0.0000110387,0.0000157797,0.0010642331,0.0687804176,0.0000056932,0.0000106448,0.0000189902,0.0382350938,0.0000163780,0.0068272610,0.0000228402,0.0000317770,0.0000071036,0.0000183672,0.0000103100,0.1310231659,0.2356199775,0.0000174883,0.0000237224,0.0000477985,0.0005569244,0.0002820629,0.0000096205,0.0000526075,0.0000125628,0.0897894042,0.0172694745,0.0000139072,0.0000113597,,,
10007790,University of Edinburgh,C,23,Education,,,,D,Setting weights for fifteen CHNRI criteria at the global and regional level using public stakeholders : An Amazon Mechanical Turk study,,,Journal of Global Health,9,1,1,010702,,2047-2978,,April,2019,,5,,,,,,,,Compliant,,,,http://www.jogh.org/documents/issue201901/jogh-09-010702.htm,,https://doi.org/10.7189/jogh.09.010702,14491,14491,0.0000231206,0.0003316418,0.2480490267,0.0053947161,0.0000114700,0.2947857775,0.0000113655,0.0013622498,0.2102645893,0.0000173980,0.0000058618,0.0008185617,0.0245168043,0.0000640307,0.0150920949,0.0000302155,0.0000235166,0.0000327180,0.0032377207,0.0000189111,0.0000106152,0.1217122042,0.0000474585,0.0191312465,0.0231756738,0.0000492139,0.0000350150,0.0056744268,0.0021635099,0.0000541653,0.0000129348,0.0173412950,0.0064744353,0.0000143191,0.0000116961,,,
10007159,University of Sunderland,C,23,Education,,,,D,Commissioned: Student self-assessment: what we have learned and what are the challenges,,,RELIEVE,21,1,ME8,,,1134-4032,,June,2015,http://sure.sunderland.ac.uk/id/eprint/5834/,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.7203/relieve.21.1.6394,14492,14492,0.0000225440,0.0260471659,0.3828194859,0.0000104377,0.0000111840,0.0000108765,0.0000110821,0.0000158418,0.0000184726,0.0000169642,0.0921388963,0.0042104898,0.0000190650,0.0389106128,0.0000164425,0.0000294620,0.0000229302,0.0131562869,0.0000071315,0.0000184395,0.0000103505,0.0000327106,0.0031961274,0.1325738428,0.0000238158,0.0031978390,0.1808881632,0.0026455628,0.0021095599,0.0906110692,0.0000126123,0.0260959360,0.0000132820,0.0008014251,0.0002738921,,,
10007854,Cardiff Metropolitan University / Prifysgol Metropolitan Caerdydd,C,23,Education,,,,D,‘This Prison Where I Live’: Ireland Takes Centre Stage,,,Cahiers Élisabéthains: A Journal of English Renaissance Studies,88,1,125-138,,,0184-7678,,October,2015,,,,,,,,,,Out of scope for open access requirements,,,27,,,https://doi.org/10.7227/CE.88.1.9,14493,14493,0.0483527693,0.2304049320,0.0004482111,0.2253237591,0.0000133705,0.0075442991,0.0000132487,0.0000189389,0.0000220840,0.0003340847,0.0279353901,0.0128787404,0.0000227922,0.0000746399,0.1861054363,0.0000352218,0.0003412170,0.2244080078,0.0000085257,0.0000220445,0.0000123741,0.0000391055,0.0000553219,0.0000209896,0.0044217280,0.0094714885,0.0000408165,0.0056732021,0.0000115466,0.0000631399,0.0000150780,0.0158212923,0.0000158786,0.0000166916,0.0000136340,,,
10003614,University of Winchester,C,23,Education,,,,D,Agency and Structure in Zygmunt Bauman's Modernity and the Holocaust,,,Irish Journal of Sociology,22,1,67-87,,,2050-5280,,May,2014,,,,,,,,Yes,,Out of scope for open access requirements,,,,,,https://doi.org/10.7227/IJS.22.1.5,14494,14494,0.0027412446,0.5606197715,0.0256464071,0.1231831637,0.0075502419,0.0000086801,0.0000088442,0.0096487692,0.0008526663,0.0000135384,0.0041941816,0.0000085286,0.0000152150,0.1211298498,0.0115345777,0.0000235125,0.0140535273,0.0360561935,0.0010530964,0.0000147159,0.0000082604,0.0017019531,0.0000369303,0.0000140117,0.0188722973,0.0082080557,0.0000272472,0.0000165085,0.0002171890,0.0000421493,0.0000100654,0.0503629531,0.0000105998,0.0006395855,0.0014754685,,,
10007144,University of East London,C,23,Education,,,,D,Widening the Participation into Higher Education: Examining Bourdieusian Theory in Relation to HE in the UK,,,Journal of Adult and Continuing Education,21,2,93,,,1479-7194,,,2018,,,,,,,,,4 - Higher Education Research Group (HERG),Out of scope for open access requirements,,,,,,https://doi.org/10.7227/JACE.21.2.7,14495,14495,0.0000229476,0.0182306641,0.0006488134,0.0000106246,0.0000113842,0.0000110712,0.0000112805,0.0088332839,0.0000188033,0.0000172679,0.0000058179,0.0000108780,0.0000194062,0.4711135605,0.0000167369,0.0147252534,0.0000233407,0.0021699662,0.0000072592,0.0232640055,0.0000105358,0.0000332962,0.0027189697,0.0000178714,0.0045664147,0.0158128562,0.1900044389,0.0291443976,0.0040176305,0.0000537601,0.0000128381,0.2143952854,0.0000135198,0.0000142119,0.0000116086,,,
10003678,Kingston University,C,23,Education,,,,D,The experimenter expectancy effect: an inevitable component of school science?,,Manchester University Press,Research in Education,94,,13,,,0034-5237,,,2015,,,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.7227/RIE.0014,14496,14496,0.0003185629,0.0546342650,0.1582503403,0.0000116656,0.2810578614,0.0000121560,0.0000123858,0.0000177055,0.0003140125,0.0000189599,0.0000063880,0.0000119439,0.0000213078,0.0000697788,0.0000183768,0.0012063950,0.0000256277,0.0056096237,0.0000079705,0.0000206088,0.0111595053,0.0381742382,0.1361738983,0.0020731899,0.0061873196,0.0000536318,0.0000381583,0.0000231193,0.0000107946,0.0387834408,0.1640061181,0.0875458502,0.0140964493,0.0000156045,0.0000127460,,,
10007137,The University of Chichester,C,23,Education,,,,D,The Mental Toughness Questionniare-48: A Re-examination of Factorial Validity,,Edizione L Pozzi,International Journal of Sport Psychology,48,3,331,,,0047-0767,,June,2017,http://eprints.chi.ac.uk/id/eprint/2232/,4,,,,,,,,Other exception,,,,,,https://doi.org/10.7352/ijsp.2017.48.331,14497,14497,0.0000157309,0.0000424841,0.1766448506,0.0000072833,0.0020225659,0.0000075895,0.0000077329,0.0000110542,0.0000128899,0.4971085286,0.0000039883,0.0000074570,0.0000133033,0.0000435656,0.0000114734,0.0000205582,0.0060602858,0.0000222609,0.0000049763,0.0003791872,0.0562373935,0.0077155520,0.0000322901,0.2146759660,0.0000166183,0.0011324454,0.0025880660,0.0000144343,0.0000067395,0.0002200135,0.0000088007,0.0343274663,0.0000092680,0.0000097425,0.0005574383,,,
10007784,University College London,C,23,Education,,,,D,The evidence base for school inspection frameworks,,,"Journal of Educational, Cultural and Psychological Studies",2015,12,43,,,2037-7932,,January,2015,,1,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.7358/ecps-2015-012-sche,14498,14498,0.0030609373,0.0001788364,0.2604885812,0.0000057725,0.0000061852,0.0000060151,0.0031997637,0.0001539263,0.0138009119,0.0000093818,0.0339718224,0.0000059101,0.0000105436,0.0001796935,0.0000090933,0.0000162936,0.0731759521,0.0000176430,0.0000039440,0.0000101977,0.0001508894,0.0657779348,0.3735357029,0.0307847364,0.0000131710,0.0193335126,0.0000188817,0.0000114400,0.0000053414,0.0943866014,0.0000069751,0.0038349385,0.0114753978,0.0103144521,0.0020386201,,,
10007154,"University of Nottingham, The",C,23,Education,,,,D,Interculturality in Teacher Education in Times of Unprecedented Global Challenges,,,Education and Society,38,1,13,,,0726-2655,,June,2020,,2,,,,,,,,Exception within 3 months of publication,,,,,,https://doi.org/10.7459/es/38.1.02,14499,14499,0.0057263181,0.1429713554,0.0274080473,0.0827858107,0.0000086871,0.0000084483,0.0000086080,0.0018472788,0.1659775269,0.0000131768,0.0079559923,0.0042899062,0.0000148086,0.2357406750,0.0036827191,0.0000228845,0.0000178109,0.1109387467,0.0000055394,0.0000143228,0.0002119257,0.0000254078,0.0000359439,0.0000136374,0.0091933674,0.0579408885,0.0000265195,0.0000160676,0.0000075021,0.1333824469,0.0000097965,0.0096678139,0.0000103167,0.0000108449,0.0000088583,,,
10001143,Canterbury Christ Church University,C,23,Education,,,,D,Teachers’ Perspectives of Inclusive Education: An International Comparative Approach,,,World Studies in Education,15,1,5-21,,,1441-340X,,January,2014,,1,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.7459/wse/15.1.02,14500,14500,0.0000258327,0.0006713234,0.0897609107,0.0000119604,0.0003135943,0.0000124631,0.0000126988,0.0000181528,0.2000390695,0.0000194389,0.0000065494,0.0000122456,0.0003226249,0.0418797950,0.0027258503,0.0000337598,0.0000262752,0.0000365559,0.0000081719,0.0000211295,0.0000118605,0.0622986940,0.0463729608,0.0953669980,0.0000272900,0.0271250789,0.0045508043,0.0000237034,0.2283021767,0.1940628453,0.0000144521,0.0058404476,0.0000152196,0.0000159987,0.0000130681,,,
10007163,The University of Warwick,C,23,Education,,,,D,"Reorienting cosmo-global education : the OECD, Derrida, and the hospitality of thinking",,Japanese Educational Research Association,Educational Studies in Japan: International Yearbook,13,,23,,,1881-4832,,March,2019,,0,,,,,,Yes,,Compliant,,,,,,https://doi.org/10.7571/esjkyoiku.13.23,14501,14501,0.0284808423,0.5899251661,0.0164295213,0.0157215303,0.0000126294,0.0000122821,0.0204648221,0.0038712225,0.0430003473,0.0000191565,0.0000064542,0.0180930935,0.0000215288,0.0125197335,0.0062431829,0.0003296798,0.0000258935,0.0963693589,0.0000080532,0.0418146690,0.0083111754,0.0000369379,0.0000522554,0.0000198261,0.0000268937,0.0083536755,0.0012241952,0.0000233591,0.0000109065,0.0196227171,0.0000142422,0.0685945950,0.0000149985,0.0003121766,0.0000128782,,,
10007858,University of Wales Trinity Saint David / Prifysgol Cymru Y Drindod Dewi Sant,C,23,Education,,,,D,Third Space Creative Pedagogies: Developing a Model of Shared CPDL for Teachers and Artists to Support Reading and Writing in the Primary Curricula of England and Wales,,,International Journal of Education and Literacy Studies,8,1,24,,,2202-9478,,January,2020,https://www.journals.aiac.org.au/index.php/IJELS/article/view/5822/4161,2,,,,,,,,Compliant,,,,,,https://doi.org/10.7575/aiac.ijels.v.8n.1p.24,14502,14502,0.0492046656,0.0061422558,0.0660827253,0.0000115037,0.0000123261,0.0000119872,0.0000122138,0.0000174596,0.0003096521,0.0000186966,0.0000062993,0.0000117780,0.0000210119,0.0130869973,0.0058039828,0.0090005554,0.0318475079,0.1620392710,0.0000078598,0.0000203226,0.0000114075,0.0000360510,0.1224219632,0.0000193501,0.0000262479,0.0645652385,0.0000376284,0.0000227983,0.0000106447,0.3252236024,0.0000139003,0.1227811077,0.0000146384,0.0000153878,0.0211309621,,,
10007804,University of Stirling,C,23,Education,,,,D,Partnership as Educational Policy Imperative: An unquestioned good?,,,Professions and Professionalism,7,3,,1814,,1893-1049,,September,2017,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.7577/pp.1814,14503,14503,0.0607479432,0.0451193682,0.1331248031,0.0012144882,0.0000102677,0.0000099853,0.0000101741,0.0000145439,0.0002579402,0.0000155742,0.0000052473,0.0000098111,0.0000175029,0.0349995833,0.0000150953,0.0002680292,0.2318449044,0.0848546482,0.0000065472,0.0000169287,0.0000095025,0.0000300305,0.0026932761,0.0000161186,0.0029136381,0.2468087384,0.0118394201,0.0005009532,0.0000088670,0.1036703759,0.0000115789,0.0282954628,0.0000121938,0.0002537992,0.0103726589,,,
10007790,University of Edinburgh,C,23,Education,,,,D,Designing online species identification tools for biological recording : The impact on data quality and citizen science learning,,,PeerJ,6,,1,e5965,,2167-8359,,January,2019,,4,,,,,,,,Compliant,,,,,,https://doi.org/10.7717/peerj.5965,14504,14504,0.0124981725,0.0042604111,0.1927717447,0.0000069913,0.0219847311,0.0000072852,0.0000074230,0.0000106111,0.0024738241,0.0000113628,0.0000038284,0.0028202448,0.2194335328,0.0016241805,0.0000110134,0.0000197341,0.0001911769,0.0168998887,0.0000047768,0.1155247238,0.0019409300,0.0000219100,0.0000309957,0.0000117600,0.0005434059,0.0000321422,0.0000228687,0.0000138556,0.0000064693,0.0000353760,0.1958696096,0.0674117109,0.0000088965,0.1434767738,0.0000076388,,,
10000975,Buckinghamshire New University,C,23,Education,,,,D,What nursing students reveal about and learn from mentors when using stories of clinical practice,,,Nursing Management,23,10,32-39,,,1354-5760,,February,2017,https://doi.org/10.7748/nm.2017.e1530,0,,,,,,,,Compliant,,,,,,https://doi.org/10.7748/nm.2017.e1530,14505,14505,0.0186006021,0.0049140040,0.0138999079,0.0000147676,0.0000158234,0.2584917796,0.0000156793,0.0000224134,0.0000261355,0.0000240014,0.0000080866,0.0000151198,0.0000269736,0.0000883332,0.0000232633,0.0056122954,0.0000324422,0.0000451359,0.0000100899,0.0000260887,0.0000146442,0.0000462798,0.0004368453,0.0000248403,0.0059756812,0.0000678928,0.0628105319,0.0000292668,0.0000136649,0.2607793595,0.0000178442,0.3659586551,0.0000187917,0.0018766244,0.0000161352,,,
